200000,549.1
400000,474.9
600000,538.9
800000,559.9
1000000,525.1
1200000,572.6
1400000,598.5
1600000,477.6
1800000,464.6
2000000,437.2
2200000,494.1
2400000,548.8
2600000,446.7
2800000,534.1
3000000,384.5
3200000,482.7
3400000,427.2
3600000,450.5
3800000,459.7
4000000,412.5
