1,22258
2,21746
3,21396
4,20823
5,20786
6,20457
7,20064
8,19758
9,19539
10,19085
11,18894
12,18701
13,18532
14,18311
15,17989
16,17814
17,17658
18,17456
19,17329
20,17102
21,16988
22,16865
23,16704
24,16579
25,16433
26,16213
27,16027
28,15806
29,15540
30,15358
31,15065
32,14881
33,14716
34,14532
35,14423
36,14320
37,14150
38,14034
39,13854
40,13659
41,13492
42,13247
43,13114
44,13099
45,12980
46,12846
47,12661
48,12445
49,12338
50,12229
51,12159
52,12061
53,11991
54,11849
55,11787
56,11725
57,11581
58,11478
59,11336
60,11185
61,11024
62,10868
63,10826
64,10726
65,10660
66,10565
67,10492
68,10411
69,10345
70,10246
71,10197
72,10136
73,10009
74,9901
75,9828
76,9787
77,9700
78,9625
79,9601
80,9518
81,9494
82,9421
83,9350
84,9312
85,9256
86,9229
87,9180
88,9136
89,9045
90,8974
91,8890
92,8851
93,8782
94,8722
95,8683
96,8652
97,8577
98,8570
99,8518
100,8492
101,8439
102,8392
103,8354
104,8316
105,8282
106,8225
107,8194
108,8181
109,8151
110,8131
111,8095
112,8066
113,8039
114,7978
115,7942
116,7915
117,7854
118,7826
119,7799
120,7752
121,7740
122,7659
123,7657
124,7622
125,7604
126,7579
127,7559
128,7513
129,7487
130,7442
131,7418
132,7360
133,7293
134,7250
135,7250
136,7234
137,7233
138,7217
139,7152
140,7148
141,7113
142,7076
143,7041
144,7010
145,6972
146,6925
147,6925
148,6908
149,6892
150,6815
151,6857
152,6835
153,6802
154,6762
155,6761
156,6730
157,6722
158,6665
159,6657
160,6605
161,6558
162,6553
163,6544
164,6508
165,6496
166,6463
167,6440
168,6424
169,6397
170,6375
171,6348
172,6322
173,6295
174,6293
175,6282
176,6250
177,6282
178,6253
179,6255
180,6235
181,6208
182,6160
183,6160
184,6132
185,6132
186,6109
187,6091
188,6068
189,6057
190,6038
191,6019
192,5994
193,5989
194,5973
195,5941
196,5920
197,5910
198,5895
199,5871
200,5838
201,5812
202,5779
203,5763
204,5756
205,5736
206,5734
207,5713
208,5702
209,5675
210,5650
211,5611
212,5561
213,5532
214,5531
215,5517
216,5516
217,5501
218,5493
219,5485
220,5469
221,5454
222,5445
223,5437
224,5432
225,5420
226,5415
227,5405
228,5388
229,5378
230,5374
231,5361
232,5347
233,5347
234,5347
235,5328
236,5328
237,5328
238,5298
239,5298
240,5290
241,5271
242,5259
243,5259
244,5258
245,5258
246,5258
247,5240
248,5240
249,5240
250,5220
251,5220
252,5220
253,5216
254,5216
255,5212
256,5208
257,5187
258,5181
259,5173
260,5166
261,5155
262,5146
263,5137
264,5120
265,5111
266,5082
267,5082
268,5082
269,5077
270,5067
271,5062
272,5062
273,5027
274,5027
275,5023
276,5023
277,5023
278,5023
279,5006
280,5006
281,5003
282,4995
283,4986
284,4978
285,4978
286,4978
287,4967
288,4967
289,4967
290,4967
291,4967
292,4962
293,4944
294,4943
295,4932
296,4932
297,4921
298,4900
299,4889
300,4874
301,4865
302,4859
303,4852
304,4846
305,4824
306,4805
307,4777
308,4771
309,4762
310,4748
311,4739
312,4739
313,4724
314,4724
315,4714
316,4706
317,4700
318,4691
319,4683
320,4680
321,4678
322,4676
323,4676
324,4674
325,4674
326,4674
327,4674
328,4641
329,4630
330,4597
331,4595
332,4595
333,4591
334,4591
335,4591
336,4586
337,4576
338,4576
339,4576
340,4574
341,4574
342,4574
343,4574
344,4574
345,4574
346,4574
347,4562
348,4562
349,4529
350,4529
351,4529
352,4529
353,4525
354,4525
355,4520
356,4513
357,4508
358,4508
359,4493
360,4493
361,4491
362,4491
363,4459
364,4491
365,4486
366,4491
367,4456
368,4456
369,4445
370,4440
371,4445
372,4445
373,4405
374,4405
375,4383
376,4392
377,4392
378,4392
379,4392
380,4377
381,4377
382,4377
383,4377
384,4374
385,4377
386,4377
387,4377
388,4377
389,4347
390,4338
391,4308
392,4303
393,4303
394,4303
395,4303
396,4273
397,4273
398,4262
399,4262
400,4262
401,4262
402,4261
403,4261
404,4244
405,4243
406,4243
407,4237
408,4219
409,4219
410,4208
411,4208
412,4189
413,4178
414,4163
415,4163
416,4163
417,4160
418,4160
419,4160
420,4156
421,4160
422,4156
423,4156
424,4156
425,4136
426,4136
427,4133
428,4131
429,4128
430,4123
431,4115
432,4110
433,4105
434,4105
435,4097
436,4097
437,4097
438,4095
439,4095
440,4095
441,4095
442,4095
443,4095
444,4095
445,4095
446,4095
447,4095
448,4095
449,4081
450,4076
451,4062
452,4055
453,4036
454,4022
455,4022
456,4022
457,4021
458,4021
459,4021
460,4021
461,4021
462,4021
463,4021
464,4021
465,4021
466,4021
467,4021
468,4021
469,4005
470,4005
471,4004
472,3991
473,3998
474,3997
475,3997
476,3997
477,3982
478,3982
479,3982
480,3981
481,3981
482,3981
483,3977
484,3977
485,3975
486,3977
487,3977
488,3977
489,3977
490,3977
491,3976
492,3976
493,3976
494,3976
495,3976
496,3976
497,3966
498,3966
499,3966
500,3966
501,3955
502,3955
503,3955
504,3923
505,3923
506,3921
507,3921
508,3921
509,3921
510,3921
511,3921
512,3921
513,3921
514,3907
515,3907
516,3889
517,3889
518,3881
519,3881
520,3861
521,3861
522,3859
523,3859
524,3844
525,3844
526,3839
527,3839
528,3839
529,3827
530,3822
531,3822
532,3813
533,3813
534,3813
535,3795
536,3813
537,3813
538,3777
539,3777
540,3757
541,3757
542,3750
543,3738
544,3750
545,3745
546,3745
547,3745
548,3745
549,3745
550,3745
551,3745
552,3745
553,3745
554,3745
555,3745
556,3737
557,3737
558,3731
559,3723
560,3721
561,3721
562,3721
563,3721
564,3716
565,3716
566,3716
567,3716
568,3716
569,3716
570,3716
571,3705
572,3716
573,3716
574,3716
575,3716
576,3716
577,3716
578,3703
579,3703
580,3694
581,3689
582,3685
583,3676
584,3676
585,3657
586,3676
587,3672
588,3672
589,3672
590,3672
591,3672
592,3672
593,3672
594,3672
595,3654
596,3654
597,3650
598,3642
599,3642
600,3642
601,3642
602,3638
603,3636
604,3632
605,3629
606,3614
607,3607
608,3600
609,3600
610,3589
611,3589
612,3589
613,3574
614,3574
615,3574
616,3574
617,3574
618,3574
619,3553
620,3553
621,3553
622,3553
623,3553
624,3553
625,3553
626,3553
627,3553
628,3553
629,3553
630,3553
631,3553
632,3553
633,3553
634,3548
635,3548
636,3548
637,3541
638,3548
639,3548
640,3548
641,3548
642,3548
643,3548
644,3548
645,3541
646,3537
647,3530
648,3530
649,3530
650,3530
651,3522
652,3522
653,3522
654,3522
655,3522
656,3522
657,3494
658,3494
659,3494
660,3494
661,3492
662,3492
663,3492
664,3492
665,3482
666,3482
667,3482
668,3482
669,3482
670,3482
671,3482
672,3482
673,3482
674,3482
675,3482
676,3464
677,3464
678,3464
679,3464
680,3464
681,3461
682,3461
683,3460
684,3460
685,3447
686,3447
687,3447
688,3447
689,3447
690,3447
691,3447
692,3447
693,3447
694,3441
695,3441
696,3440
697,3434
698,3434
699,3434
700,3434
701,3434
702,3434
703,3434
704,3434
705,3434
706,3434
707,3434
708,3434
709,3434
710,3413
711,3413
712,3413
713,3413
714,3413
715,3413
716,3413
717,3413
718,3413
719,3413
720,3413
721,3413
722,3413
723,3413
724,3413
725,3413
726,3413
727,3413
728,3413
729,3410
730,3410
731,3410
732,3410
733,3410
734,3410
735,3410
736,3410
737,3410
738,3410
739,3410
740,3410
741,3410
742,3410
743,3401
744,3401
745,3401
746,3401
747,3401
748,3400
749,3400
750,3400
751,3400
752,3400
753,3400
754,3400
755,3400
756,3400
757,3400
758,3400
759,3400
760,3400
761,3400
762,3400
763,3351
764,3351
765,3351
766,3351
767,3351
768,3333
769,3333
770,3333
771,3333
772,3333
773,3333
774,3333
775,3333
776,3333
777,3333
778,3333
779,3333
780,3325
781,3325
782,3325
783,3325
784,3325
785,3325
786,3325
787,3325
788,3325
789,3325
790,3325
791,3312
792,3312
793,3311
794,3311
795,3311
796,3311
797,3311
798,3311
799,3311
800,3299
801,3299
802,3299
803,3275
804,3275
805,3275
806,3241
807,3241
808,3241
809,3220
810,3241
811,3241
812,3241
813,3241
814,3241
815,3241
816,3241
817,3241
818,3238
819,3238
820,3238
821,3238
822,3233
823,3233
824,3233
825,3233
826,3229
827,3229
828,3223
829,3223
830,3221
831,3221
832,3221
833,3221
834,3221
835,3221
836,3221
837,3221
838,3221
839,3221
840,3220
841,3221
842,3221
843,3221
844,3221
845,3221
846,3221
847,3221
848,3221
849,3221
850,3221
851,3221
852,3221
853,3221
854,3221
855,3208
856,3208
857,3208
858,3208
859,3208
860,3196
861,3196
862,3196
863,3196
864,3196
865,3186
866,3186
867,3186
868,3186
869,3186
870,3186
871,3186
872,3186
873,3186
874,3155
875,3186
876,3186
877,3186
878,3186
879,3186
880,3186
881,3186
882,3186
883,3186
884,3186
885,3186
886,3186
887,3186
888,3149
889,3149
890,3149
891,3149
892,3149
893,3149
894,3149
895,3149
896,3149
897,3149
898,3149
899,3149
900,3133
901,3133
902,3133
903,3133
904,3133
905,3133
906,3133
907,3133
908,3133
909,3133
910,3133
911,3133
912,3117
913,3117
914,3117
915,3107
916,3107
917,3107
918,3107
919,3107
920,3107
921,3107
922,3107
923,3107
924,3107
925,3107
926,3107
927,3107
928,3107
929,3107
930,3107
931,3107
932,3107
933,3107
934,3107
935,3107
936,3107
937,3107
938,3107
939,3107
940,3107
941,3107
942,3107
943,3107
944,3107
945,3107
946,3092
947,3106
948,3106
949,3106
950,3106
951,3106
952,3091
953,3091
954,3091
955,3091
956,3091
957,3091
958,3091
959,3091
960,3091
961,3091
962,3091
963,3091
964,3091
965,3080
966,3091
967,3091
968,3091
969,3091
970,3054
971,3091
972,3091
973,3091
974,3091
975,3091
976,3091
977,3091
978,3091
979,3091
980,3091
981,3091
982,3091
983,3091
984,3091
985,3081
986,3081
987,3081
988,3078
989,3081
990,3081
991,3081
992,3081
993,3081
994,3081
995,3081
996,3081
997,3078
998,3081
999,3081
1000,3081
1001,3081
1002,3081
1003,3081
1004,3081
1005,3081
1006,3081
1007,3081
1008,3081
1009,3078
1010,3078
1011,3078
1012,3078
1013,3078
1014,3078
1015,3078
1016,3078
1017,3078
1018,3078
1019,3078
1020,3078
1021,3078
1022,3078
1023,3078
1024,3078
1025,3078
1026,3078
1027,3078
1028,3078
1029,3078
1030,3078
1031,3076
1032,3076
1033,3076
1034,3076
1035,3076
1036,3076
1037,3076
1038,3057
1039,3057
1040,3057
1041,3052
1042,3052
1043,3052
1044,3052
1045,3052
1046,3052
1047,3052
1048,3046
1049,3046
1050,3046
1051,3046
1052,3046
1053,3046
1054,3046
1055,3046
1056,3041
1057,3041
1058,3041
1059,3041
1060,3041
1061,3041
1062,3041
1063,3041
1064,3041
1065,3041
1066,3041
1067,3041
1068,3039
1069,3039
1070,3039
1071,3039
1072,3039
1073,3039
1074,3039
1075,3039
1076,3039
1077,3039
1078,3039
1079,3039
1080,3039
1081,3039
1082,3039
1083,3039
1084,3027
1085,3027
1086,3020
1087,3020
1088,3020
1089,3020
1090,2996
1091,2996
1092,2996
1093,2996
1094,2996
1095,2996
1096,2996
1097,2996
1098,2996
1099,2996
1100,2996
1101,2996
1102,2996
1103,2996
1104,2996
1105,2996
1106,2996
1107,2996
1108,2994
1109,2994
1110,2994
1111,2994
1112,2994
1113,2984
1114,2984
1115,2981
1116,2984
1117,2981
1118,2981
1119,2981
1120,2981
1121,2981
1122,2981
1123,2981
1124,2981
1125,2981
1126,2981
1127,2981
1128,2981
1129,2981
1130,2981
1131,2981
1132,2978
1133,2978
1134,2978
1135,2978
1136,2978
1137,2978
1138,2978
1139,2978
1140,2978
1141,2978
1142,2978
1143,2978
1144,2978
1145,2978
1146,2978
1147,2978
1148,2978
1149,2978
1150,2978
1151,2978
1152,2978
1153,2978
1154,2978
1155,2978
1156,2978
1157,2978
1158,2978
1159,2978
1160,2978
1161,2978
1162,2978
1163,2978
1164,2978
1165,2978
1166,2978
1167,2978
1168,2978
1169,2978
1170,2978
1171,2978
1172,2978
1173,2978
1174,2978
1175,2978
1176,2978
1177,2978
1178,2978
1179,2978
1180,2978
1181,2978
1182,2978
1183,2978
1184,2977
1185,2941
1186,2940
1187,2940
1188,2940
1189,2940
1190,2936
1191,2936
1192,2936
1193,2936
1194,2936
1195,2936
1196,2936
1197,2936
1198,2936
1199,2936
1200,2936
1201,2936
1202,2936
1203,2936
1204,2936
1205,2936
1206,2936
1207,2936
1208,2936
1209,2936
1210,2936
1211,2933
1212,2933
1213,2933
1214,2933
1215,2933
1216,2929
1217,2929
1218,2929
1219,2929
1220,2929
1221,2929
1222,2929
1223,2929
1224,2929
1225,2929
1226,2925
1227,2929
1228,2929
1229,2929
1230,2929
1231,2929
1232,2929
1233,2929
1234,2929
1235,2929
1236,2929
1237,2929
1238,2929
1239,2929
1240,2929
1241,2929
1242,2929
1243,2929
1244,2929
1245,2929
1246,2929
1247,2929
1248,2929
1249,2929
1250,2929
1251,2929
1252,2925
1253,2925
1254,2925
1255,2925
1256,2925
1257,2922
1258,2922
1259,2922
1260,2922
1261,2922
1262,2922
1263,2922
1264,2922
1265,2922
1266,2922
1267,2922
1268,2922
1269,2922
1270,2919
1271,2922
1272,2914
1273,2914
1274,2910
1275,2910
1276,2910
1277,2910
1278,2910
1279,2910
1280,2910
1281,2910
1282,2906
1283,2906
1284,2906
1285,2906
1286,2906
1287,2906
1288,2906
1289,2906
1290,2906
1291,2906
1292,2906
1293,2906
1294,2895
1295,2895
1296,2895
1297,2895
1298,2895
1299,2895
1300,2895
1301,2895
1302,2895
1303,2895
1304,2895
1305,2895
1306,2895
1307,2895
1308,2895
1309,2895
1310,2895
1311,2895
1312,2895
1313,2895
1314,2895
1315,2889
1316,2895
1317,2895
1318,2895
1319,2895
1320,2895
1321,2895
1322,2890
1323,2890
1324,2890
1325,2890
1326,2885
1327,2890
1328,2890
1329,2890
1330,2890
1331,2890
1332,2890
1333,2890
1334,2890
1335,2890
1336,2890
1337,2890
1338,2890
1339,2875
1340,2875
1341,2871
1342,2871
1343,2871
1344,2871
1345,2871
1346,2871
1347,2871
1348,2871
1349,2871
1350,2871
1351,2871
1352,2871
1353,2871
1354,2871
1355,2871
1356,2871
1357,2871
1358,2871
1359,2871
1360,2871
1361,2871
1362,2871
1363,2871
1364,2871
1365,2871
1366,2871
1367,2871
1368,2868
1369,2871
1370,2871
1371,2871
1372,2871
1373,2871
1374,2871
1375,2871
1376,2871
1377,2871
1378,2871
1379,2871
1380,2871
1381,2865
1382,2865
1383,2865
1384,2865
1385,2865
1386,2865
1387,2865
1388,2865
1389,2865
1390,2865
1391,2865
1392,2865
1393,2865
1394,2865
1395,2865
1396,2865
1397,2863
1398,2865
1399,2865
1400,2853
1401,2853
1402,2853
1403,2853
1404,2853
1405,2853
1406,2853
1407,2853
1408,2853
1409,2853
1410,2853
1411,2853
1412,2853
1413,2853
1414,2853
1415,2853
1416,2853
1417,2853
1418,2853
1419,2853
1420,2853
1421,2853
1422,2853
1423,2853
1424,2853
1425,2853
1426,2853
1427,2853
1428,2853
1429,2853
1430,2853
1431,2853
1432,2853
1433,2853
1434,2853
1435,2853
1436,2853
1437,2853
1438,2853
1439,2853
1440,2853
1441,2853
1442,2853
1443,2853
1444,2853
1445,2853
1446,2853
1447,2851
1448,2851
1449,2851
1450,2851
1451,2851
1452,2851
1453,2851
1454,2851
1455,2851
1456,2851
1457,2851
1458,2851
1459,2851
1460,2851
1461,2848
1462,2848
1463,2848
1464,2848
1465,2848
1466,2848
1467,2848
1468,2848
1469,2848
1470,2848
1471,2848
1472,2848
1473,2848
1474,2848
1475,2848
1476,2848
1477,2848
1478,2848
1479,2848
1480,2848
1481,2848
1482,2848
1483,2846
1484,2846
1485,2846
1486,2846
1487,2846
1488,2846
1489,2846
1490,2846
1491,2846
1492,2846
1493,2846
1494,2846
1495,2846
1496,2846
1497,2846
1498,2846
1499,2846
1500,2846
1501,2846
1502,2846
1503,2846
1504,2846
1505,2840
1506,2840
1507,2840
1508,2840
1509,2834
1510,2834
1511,2834
1512,2834
1513,2834
1514,2834
1515,2834
1516,2834
1517,2834
1518,2834
1519,2834
1520,2834
1521,2834
1522,2834
1523,2834
1524,2834
1525,2834
1526,2832
1527,2832
1528,2832
1529,2832
1530,2832
1531,2832
1532,2832
1533,2832
1534,2832
1535,2832
1536,2832
1537,2832
